Sentence,LLM,Prof,Dash,You,FinalScore,Ref_LLM,Ref_Prof,Ref_Dash,Ref_You,StdDev
The expansion of digital currency usage is expected to ease challenges associated with cash availability at ATMs.,0.3,0.5,0.7,0.55,0.5125,0.5833333333333334,0.5166666666666667,0.45,0.5,0.16520189667999172
The Bank of Jamaica continues to encourage merchants and consumers to adopt JAM-DEX for everyday transactions.,0.6,0.5,0.7,0.75,0.6375,0.65,0.6833333333333332,0.6166666666666667,0.6,0.11086778913041725
Retrofitting point-of-sale machines to accept JAM-DEX is necessary for wider adoption.,0.6,0.5,0.55,0.5,0.5375000000000001,0.5166666666666667,0.5499999999999999,0.5333333333333333,0.55,0.0478713553878169
"Jam-Dex, the country’s central bank digital currency (CBDC), can now be used to pay fitness fees, property taxes and traffic tickets.",0.6,0.7,0.8,0.65,0.6874999999999999,0.7166666666666667,0.6833333333333332,0.6499999999999999,0.6999999999999998,0.08539125638299667
Jamaicans will now have another means to make certain payments at Tax Administration Jamaica with Jam-Dex.,0.6,0.6,0.7,0.65,0.6375,0.6499999999999999,0.6499999999999999,0.6166666666666667,0.6333333333333333,0.0478713553878169
Jam-Dex is legal tender and can be exchanged one-for-one with Jamaican dollars,0.5,0.8,0.75,0.5,0.6375,0.6833333333333332,0.5833333333333334,0.6,0.6833333333333332,0.16007810593582122
The BOJ annual report stated that merchant-strengthening initiatives included an internal Jam-Dex point-of-sale pilot.,0.75,0.6,0.75,0.5,0.65,0.6166666666666667,0.6666666666666666,0.6166666666666667,0.7000000000000001,0.1224744871391589
Preparatory work for a Jam-Dex online pilot with a government entity was also reported.,0.5,0.6,0.75,0.5,0.5875,0.6166666666666667,0.5833333333333334,0.5333333333333333,0.6166666666666667,0.1181453906563152
The BOJ boosted its system resilience with the installation of the Jam-Dex Disaster Recovery site.,0.6,0.6,0.7,0.5,0.6,0.6,0.6,0.5666666666666667,0.6333333333333333,0.08164965809277258
Jam-Dex has been struggling to garner wider acceptance in the Jamaican population due to the limited number of wallet providers.,0.3,0.4,0.3,0.28,0.32,0.32666666666666666,0.29333333333333333,0.32666666666666666,0.3333333333333333,0.05416025603090641
It has also struggled because it cannot be readily used at point-of-sale (POS) machines at merchants.,0.3,0.3,0.2,0.25,0.2625,0.25,0.25,0.2833333333333333,0.26666666666666666,0.047871355387816894
The amount of Jam-Dex minted has remained at $276 million since 2022.,0.6,0.3,0.45,0.4,0.4375,0.3833333333333333,0.4833333333333334,0.4333333333333333,0.44999999999999996,0.12499999999999999
That amount is small relative to the physical currency in circulation at $286.1 billion at the end of 2024.,0.6,0.2,0.45,0.5,0.4375,0.3833333333333333,0.5166666666666667,0.43333333333333335,0.4166666666666667,0.1701714821388511
A check by the Jamaica Observer revealed booths decorated with Jam-Dex promotional material.,0.6,0.5,0.6,0.5,0.55,0.5333333333333333,0.5666666666666667,0.5333333333333333,0.5666666666666668,0.05773502691896256
The Government is currently pursuing initiatives to improve tax collection using Jam-Dex.,0.75,0.5,0.7,0.55,0.625,0.5833333333333334,0.6666666666666666,0.6,0.65,0.11902380714238081
More tax offices would be open on weekends to make it easier for people to pay with Jam-Dex.,0.6,0.5,0.7,0.5,0.575,0.5666666666666667,0.6,0.5333333333333333,0.6,0.09574271077563379
Prime Minister Dr Andrew Holness announced other initiatives under the SPEED initiative to reduce foot traffic in tax offices.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
The pilot demonstrates that Ghana is building capability for future interoperable digital payment solutions,0.5,0.6,0.75,0.7,0.6375,0.6833333333333332,0.65,0.6,0.6166666666666667,0.11086778913041725
"By enabling Ghanaian micro, small, and medium enterprises to participate in international trade cost-effectively, the eCedi could revolutionize cross-border commerce.",0.75,0.6,0.75,0.8,0.7250000000000001,0.7166666666666668,0.7666666666666666,0.7166666666666668,0.7000000000000001,0.08660254037844389
The central bank noted that the platform supports improved consumer experiences and inclusive growth.,0.75,0.7,0.85,0.65,0.7374999999999999,0.7333333333333333,0.75,0.7000000000000001,0.7666666666666666,0.08539125638299663
The Bank of Ghana reassured the public that progress toward launching the eCedi is ongoing.,0.6,0.6,0.7,0.7,0.6499999999999999,0.6666666666666666,0.6666666666666666,0.6333333333333333,0.6333333333333333,0.05773502691896256
"The successful pilot comes as Ghana prepares for the long-awaited launch of the eCedi, initially slated for 2026.",0.5,0.5,0.85,0.5,0.5875,0.6166666666666667,0.6166666666666667,0.5,0.6166666666666667,0.175
The Bank of Ghana (BoG) adopted a retail token-based CBDC model designed to replicate traditional attributes of physical cash.,0.5,0.5,0.7,0.5,0.55,0.5666666666666667,0.5666666666666667,0.5,0.5666666666666667,0.09999999999999998
This affirms the potential of the eCedi system for future interoperability with various cross-border credential and payment platforms.,0.6,0.5,0.85,0.75,0.675,0.7000000000000001,0.7333333333333334,0.6166666666666667,0.65,0.15545631755148026
The live transactions demonstrated the feasibility of utilizing the proposed Ghanaian domestic retail CBDC platform.,0.6,0.5,0.8,0.55,0.6125,0.6166666666666667,0.65,0.55,0.6333333333333334,0.1314977819838292
The first phase focused on developing a trusted credential system to transform key information into verifiable digital credentials.,0.5,0.5,0.75,0.5,0.5625,0.5833333333333334,0.5833333333333334,0.5,0.5833333333333334,0.125
Project DESFT is aimed at supporting SMEs in Africa to engage in international trade by removing significant obstacles they face.,0.6,0.5,0.7,0.5,0.575,0.5666666666666667,0.6,0.5333333333333333,0.6,0.09574271077563379
The landmark pilot was part of Project DESFT initiated by the Bank of Ghana and the Monetary Authority of Singapore.,0.5,0.6,0.75,0.5,0.5875,0.6166666666666667,0.5833333333333334,0.5333333333333333,0.6166666666666667,0.1181453906563152
"Ghana has successfully executed its first cross-border trade transaction using digital credentials, the eCedi central bank digital currency, and a Singaporean stablecoin.",0.6,0.7,0.8,0.9,0.7499999999999999,0.7999999999999999,0.7666666666666666,0.7333333333333333,0.6999999999999998,0.12909944487358058
"The eCedi, Ghana’s upcoming retail CBDC, is expected to significantly enhance the country’s payment ecosystem, fostering inclusive growth and innovation.",0.75,0.7,0.7,0.8,0.7375,0.7333333333333334,0.75,0.75,0.7166666666666667,0.04787135538781695
The central bank is urging all commercial banks to participate in the full roll-out of digital currency.,0.6,0.8,0.7,0.75,0.7124999999999999,0.75,0.6833333333333332,0.7166666666666667,0.6999999999999998,0.08539125638299669
Successful deployment of JAM-DEX requires commercial banks to bring their merchant customers into the system.,0.6,0.7,0.6,0.5,0.6,0.6,0.5666666666666667,0.6,0.6333333333333333,0.08164965809277258
Technical challenges among large merchants have slowed the implementation of the digital currency.,0.3,0.4,0.3,0.3,0.325,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,0.05000000000000002
Large retailers faced technological hurdles integrating the digital currency into existing payment systems.,0.3,0.4,0.25,0.2,0.2875,0.2833333333333334,0.25,0.3,0.31666666666666665,0.08539125638299666
Merchant onboarding remains a critical factor determining the success of JAM-DEX.,0.6,0.4,0.55,0.5,0.5125,0.4833333333333334,0.5499999999999999,0.5,0.5166666666666667,0.08539125638299665
Banks must work directly with merchants because they manage those business relationships.,0.6,0.4,0.5,0.5,0.5,0.4666666666666666,0.5333333333333333,0.5,0.5,0.08164965809277258
The Bank of Jamaica views digital currency as part of a broader modernisation of payments.,0.6,0.6,0.75,0.6,0.6375,0.65,0.65,0.6,0.65,0.07500000000000001
Government officials emphasised that collaboration between banks and merchants is essential.,0.6,0.6,0.55,0.6,0.5875,0.5833333333333334,0.5833333333333334,0.6,0.5833333333333334,0.024999999999999967
Regulators believe the CBDC can enhance efficiency in the financial system.,0.75,0.6,0.6,0.75,0.675,0.65,0.7000000000000001,0.7000000000000001,0.65,0.08660254037844388
Adoption remains limited because many businesses are not yet ready for the technological transition.,0.3,0.4,0.3,0.3,0.325,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,0.05000000000000002
Infrastructure readiness is still evolving despite progress in the rollout.,0.6,0.4,0.55,0.35,0.475,0.43333333333333335,0.5,0.45,0.5166666666666667,0.11902380714238084
Some merchants expressed concerns about operational disruptions during integration.,0.3,0.5,0.3,0.25,0.3375,0.35000000000000003,0.2833333333333333,0.35000000000000003,0.3666666666666667,0.11086778913041725
JAM-DEX represents Jamaica’s central bank digital currency initiative.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
"The rollout strategy relies on cooperation between regulators, banks, and payment providers.",0.6,0.5,0.5,0.5,0.525,0.5,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.04999999999999999
Authorities continue working to expand merchant acceptance across the country.,0.6,0.6,0.7,0.7,0.6499999999999999,0.6666666666666666,0.6666666666666666,0.6333333333333333,0.6333333333333333,0.05773502691896256
The Bank of Ghana says the e-Cedi project remains a key part of the country’s digital transformation strategy.,0.6,0.7,0.65,0.7,0.6624999999999999,0.6833333333333332,0.65,0.6666666666666666,0.6499999999999999,0.04787135538781689
Officials believe a central bank digital currency could strengthen the efficiency of Ghana’s payment ecosystem.,0.75,0.7,0.65,0.75,0.7125,0.7000000000000001,0.7166666666666667,0.7333333333333334,0.7000000000000001,0.0478713553878169
The e-Cedi initiative is intended to complement existing mobile money services rather than replace them.,0.5,0.7,0.75,0.7,0.6625,0.7166666666666667,0.65,0.6333333333333333,0.65,0.11086778913041724
The central bank confirmed that technical testing of the digital currency platform is ongoing,0.5,0.5,0.7,0.5,0.55,0.5666666666666667,0.5666666666666667,0.5,0.5666666666666667,0.09999999999999998
Pilot activities are focused on evaluating usability among both consumers and merchants.,0.5,0.5,0.65,0.5,0.5375,0.5499999999999999,0.5499999999999999,0.5,0.5499999999999999,0.07500000000000001
Authorities continue to refine offline payment capabilities as part of the e-Cedi design.,0.6,0.5,0.7,0.5,0.575,0.5666666666666667,0.6,0.5333333333333333,0.6,0.09574271077563379
Regulators say digital currency could improve financial inclusion for underserved communities.,0.75,0.6,0.75,0.75,0.7125,0.7000000000000001,0.75,0.7000000000000001,0.7000000000000001,0.07500000000000001
Officials emphasised that stakeholder education is necessary before any full-scale launch.,0.6,0.5,0.55,0.5,0.5375000000000001,0.5166666666666667,0.5499999999999999,0.5333333333333333,0.55,0.0478713553878169
The Bank of Ghana maintains that public trust will be essential for widespread adoption.,0.6,0.6,0.55,0.5,0.5625,0.5499999999999999,0.5499999999999999,0.5666666666666667,0.5833333333333334,0.047871355387816894
Some analysts argue that adoption may be slow due to strong reliance on mobile money platforms.,0.3,0.5,0.3,0.3,0.35000000000000003,0.3666666666666667,0.3,0.3666666666666667,0.3666666666666667,0.1
There are ongoing discussions about the regulatory framework needed to support digital currency.,0.6,0.6,0.5,0.5,0.55,0.5333333333333333,0.5333333333333333,0.5666666666666667,0.5666666666666667,0.05773502691896256
The central bank acknowledged that technological readiness remains a critical challenge.,0.3,0.4,0.2,0.25,0.2875,0.2833333333333334,0.25,0.31666666666666665,0.3,0.08539125638299666
The e-Cedi is being developed as a retail digital version of Ghana’s national currency.,0.5,0.4,0.65,0.5,0.5125,0.5166666666666667,0.5499999999999999,0.4666666666666666,0.5166666666666667,0.10307764064044152
Officials say the pilot programme will guide future decisions about a national rollout.,0.5,0.4,0.65,0.55,0.525,0.5333333333333333,0.5666666666666667,0.4833333333333334,0.5166666666666667,0.10408329997330663
The Bank of Ghana believes the e-Cedi will enhance payment efficiency across the financial system.,0.75,0.5,0.7,0.75,0.675,0.65,0.7333333333333334,0.6666666666666666,0.65,0.11902380714238082
Officials argue that a digital currency can reduce friction in everyday transactions.,0.6,0.5,0.7,0.8,0.65,0.6666666666666666,0.6999999999999998,0.6333333333333334,0.6,0.12909944487358058
The central bank views the e-Cedi as a secure alternative to physical cash.,0.75,0.7,0.8,0.5,0.6875,0.6666666666666666,0.6833333333333332,0.65,0.75,0.13149778198382917
Authorities say the digital currency could improve reliability for both merchants and consumers.,0.75,0.7,0.75,0.75,0.7375,0.7333333333333334,0.75,0.7333333333333334,0.7333333333333334,0.025000000000000022
Public education and awareness are considered essential for successful rollout.,0.6,0.5,0.55,0.5,0.5375000000000001,0.5166666666666667,0.5499999999999999,0.5333333333333333,0.55,0.0478713553878169
Stakeholders believe the system will support the country’s digitalisation agenda.,0.6,0.6,0.7,0.6,0.625,0.6333333333333333,0.6333333333333333,0.6,0.6333333333333333,0.04999999999999999
The e-Cedi is being developed as a retail central bank digital currency,0.5,0.7,0.6,0.5,0.575,0.6,0.5333333333333333,0.5666666666666667,0.6,0.09574271077563379
Pilot testing has explored both online and offline transaction capabilities.,0.5,0.6,0.7,0.5,0.575,0.6,0.5666666666666667,0.5333333333333333,0.6,0.09574271077563379
The central bank continues to evaluate regulatory requirements before launch.,0.6,0.6,0.65,0.5,0.5875,0.5833333333333334,0.5833333333333334,0.5666666666666667,0.6166666666666667,0.06291528696058958
Adoption timelines remain dependent on legislative approval.,0.6,0.5,0.5,0.5,0.525,0.5,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.04999999999999999
Economic conditions have influenced delays in launching the digital currency.,0.3,0.5,0.3,0.35,0.36250000000000004,0.3833333333333333,0.31666666666666665,0.3833333333333333,0.3666666666666667,0.09464847243000456
Analysts note that strong reliance on existing payment systems could slow uptake.,0.3,0.5,0.3,0.3,0.35000000000000003,0.3666666666666667,0.3,0.3666666666666667,0.3666666666666667,0.1
Officials believe the e-Cedi could strengthen financial inclusion across underserved communities.,0.75,0.6,0.65,0.65,0.6625,0.6333333333333333,0.6833333333333332,0.6666666666666666,0.6666666666666666,0.06291528696058958
The digital currency initiative aims to support Ghana’s broader digital economy strategy.,0.5,0.6,0.8,0.65,0.6375000000000001,0.6833333333333332,0.65,0.5833333333333334,0.6333333333333334,0.125
The Bank of Ghana continues to explore how CBDC design can improve accessibility and efficiency.,0.75,0.6,0.75,0.65,0.6875,0.6666666666666666,0.7166666666666667,0.6666666666666666,0.7000000000000001,0.07500000000000001
The Bank of Jamaica is working to improve access to its central bank digital currency.,0.75,0.9,0.75,0.65,0.7625,0.7666666666666666,0.7166666666666667,0.7666666666666666,0.7999999999999999,0.10307764064044152
Jam-Dex became legal tender in June 2022 and is equivalent one-to-one with the Jamaican dollar.,0.5,0.7,0.75,0.5,0.6125,0.65,0.5833333333333334,0.5666666666666667,0.65,0.13149778198382917
Officials say expanding access to digital payments is a priority for the central bank.,0.6,0.5,0.65,0.65,0.6,0.6,0.6333333333333333,0.5833333333333334,0.5833333333333334,0.07071067811865477
The number of wallet providers remains a major limitation affecting usage.,0.6,0.4,0.3,0.3,0.4,0.3333333333333333,0.39999999999999997,0.43333333333333335,0.43333333333333335,0.1414213562373095
Merchant acceptance through existing point-of-sale terminals continues to be a challenge.,0.3,0.4,0.25,0.25,0.3,0.3,0.26666666666666666,0.31666666666666665,0.31666666666666665,0.07071067811865477
Only two digital wallets currently allow the public to transact using Jam-Dex.,0.6,0.5,0.4,0.5,0.5,0.4666666666666666,0.5,0.5333333333333333,0.5,0.08164965809277258
Authorities believe converting POS machines will accelerate adoption.,0.6,0.5,0.65,0.6,0.5875,0.5833333333333334,0.6166666666666667,0.5666666666666668,0.5833333333333334,0.06291528696058958
The value of Jam-Dex in issuance represents only a small fraction of total currency in circulation.,0.6,0.4,0.3,0.5,0.45,0.39999999999999997,0.4666666666666666,0.5,0.43333333333333335,0.12909944487358055
The central bank lists thousands of merchants that accept the digital currency.,0.6,0.5,0.85,0.7,0.6625000000000001,0.6833333333333332,0.7166666666666667,0.6,0.65,0.14930394055974097
Officials continue to encourage Jamaicans to move away from heavy reliance on cash.,0.6,0.6,0.8,0.65,0.6625,0.6833333333333332,0.6833333333333332,0.6166666666666667,0.6666666666666666,0.09464847243000458
Infrastructure disruptions after Hurricane Melissa slowed digital payment adoption.”,0.3,0.3,0.25,0.3,0.2875,0.2833333333333334,0.2833333333333334,0.3,0.2833333333333333,0.024999999999999994
Some regions reverted to cash transactions due to telecom and electricity challenges.,0.3,0.4,0.15,0.3,0.2875,0.2833333333333334,0.25,0.3333333333333333,0.2833333333333333,0.10307764064044153
Emergency cash injections highlighted ongoing dependence on physical currency.,0.3,0.4,0.2,0.3,0.3,0.30000000000000004,0.26666666666666666,0.3333333333333333,0.3,0.08164965809277261
The central bank plans to aggressively promote Jam-Dex once POS integration improves,0.75,0.5,0.65,0.7,0.6499999999999999,0.6166666666666666,0.6999999999999998,0.65,0.6333333333333333,0.10801234497346433
Officials argue that digital currency can help modernise Jamaica’s payment ecosystem.,0.75,0.6,0.65,0.65,0.6625,0.6333333333333333,0.6833333333333332,0.6666666666666666,0.6666666666666666,0.06291528696058958
The introduction of the e-Cedi is intended to extend financial services to remote areas.,0.6,0.5,0.8,0.7,0.65,0.6666666666666666,0.6999999999999998,0.6,0.6333333333333334,0.12909944487358058
Officials believe digital currency could improve international transfers and remittances.,0.75,0.6,0.65,0.75,0.6875,0.6666666666666666,0.7166666666666667,0.7000000000000001,0.6666666666666666,0.07500000000000001
The central bank described the digital cedi as a pivotal step in Ghana’s financial evolution.,0.75,0.6,0.65,0.6,0.65,0.6166666666666667,0.6666666666666666,0.65,0.6666666666666666,0.07071067811865477
The Bank of Ghana collaborated with technology partners to explore a digital version of the national currency.,0.5,0.6,0.6,0.5,0.55,0.5666666666666667,0.5333333333333333,0.5333333333333333,0.5666666666666668,0.05773502691896256
A pilot programme was launched to test the feasibility of the e-Cedi platform.,0.5,0.6,0.7,0.5,0.575,0.6,0.5666666666666667,0.5333333333333333,0.6,0.09574271077563379
Officials said the pilot attracted strong participation from Ghana’s youth population.,0.5,0.8,0.85,0.8,0.7375,0.8166666666666668,0.7166666666666668,0.7000000000000001,0.7166666666666667,0.16007810593582122
Public trust in the central bank was highlighted as a factor supporting experimentation with digital currency.,0.6,0.6,0.85,0.65,0.6749999999999999,0.7000000000000001,0.7000000000000001,0.6166666666666667,0.6833333333333332,0.11902380714238082
The e-Cedi was designed as a non-interest-bearing token issued by the central bank,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0
Commercial banks are expected to act as distribution channels for the digital currency.,0.6,0.6,0.5,0.5,0.55,0.5333333333333333,0.5333333333333333,0.5666666666666667,0.5666666666666667,0.05773502691896256
Hackathons were launched to encourage fintech innovation around the e-Cedi ecosystem.,0.5,0.6,0.75,0.7,0.6375,0.6833333333333332,0.65,0.6,0.6166666666666667,0.11086778913041725
Preventing misuse and illegal activities remains a priority for the central bank.,0.6,0.7,0.4,0.5,0.5499999999999999,0.5333333333333333,0.5,0.6,0.5666666666666665,0.12909944487358055
The e-Cedi is issued directly by the central bank rather than private institutions.,0.6,0.8,0.5,0.5,0.6,0.6,0.5333333333333333,0.6333333333333333,0.6333333333333333,0.14142135623730953
The initiative reflects Ghana’s broader move toward domestic digitalisation.,0.5,0.6,0.8,0.6,0.625,0.6666666666666666,0.6333333333333333,0.5666666666666668,0.6333333333333334,0.1258305739211792
Jamaica’s central bank completed a pilot enabling dynamic QR payments for Jam-Dex at merchant terminals.,0.5,0.5,0.8,0.6,0.6,0.6333333333333333,0.6333333333333333,0.5333333333333333,0.6,0.14142135623730953
Officials reported that uptake of CBDC transactions is much lower than other wallet features.,0.6,0.4,0.25,0.25,0.375,0.3,0.3666666666666667,0.4166666666666667,0.4166666666666667,0.16583123951776998
Many retailers prefer a single payment terminal instead of adding a separate device for CBDC transactions.,0.6,0.4,0.3,0.3,0.4,0.3333333333333333,0.39999999999999997,0.43333333333333335,0.43333333333333335,0.1414213562373095
Adoption levels remain modest compared to expectations from early pilots.,0.5,0.4,0.3,0.35,0.38749999999999996,0.3499999999999999,0.3833333333333333,0.4166666666666667,0.39999999999999997,0.08539125638299666
Merchant readiness is a key factor slowing widespread rollout of Jam-Dex.,0.3,0.5,0.3,0.5,0.4,0.43333333333333335,0.3666666666666667,0.43333333333333335,0.3666666666666667,0.11547005383792516
Wallet providers have not fully implemented the technology required for CBDC payments at scale.,0.6,0.4,0.25,0.3,0.3875,0.31666666666666665,0.3833333333333333,0.43333333333333335,0.4166666666666667,0.15478479684172258
Additional banks have joined the digital wallet ecosystem to distribute Jam-Dex.,0.6,0.6,0.75,0.75,0.675,0.7000000000000001,0.7000000000000001,0.65,0.65,0.08660254037844388
Authorities believe expanding wallet options could increase transaction volume.,0.6,0.6,0.75,0.7,0.6625,0.6833333333333332,0.6833333333333332,0.6333333333333333,0.65,0.07500000000000001
Officials suggested that incentives or payroll payments in CBDC might encourage adoption.,0.6,0.7,0.7,0.55,0.6375,0.65,0.6166666666666666,0.6166666666666666,0.6666666666666666,0.07499999999999996
The rollout strategy focuses on improving merchant acceptance rather than consumer incentives alone.,0.6,0.5,0.8,0.5,0.6000000000000001,0.6,0.6333333333333333,0.5333333333333333,0.6333333333333334,0.14142135623730953
Regulators see CBDC as part of a broader modernization of Jamaica’s payment infrastructure.,0.6,0.7,0.8,0.65,0.6874999999999999,0.7166666666666667,0.6833333333333332,0.6499999999999999,0.6999999999999998,0.08539125638299667
Delays in technological integration continue to slow CBDC expansion.,0.3,0.4,0.25,0.3,0.3125,0.31666666666666665,0.2833333333333334,0.3333333333333333,0.31666666666666665,0.0629152869605896
